Week Number,8h avg CO (ppm),Avg 1h NO2 (ppb),Avg 8h O3 (ppm),Avg PM10 (ug/m3 SC), Avg PM2.5 (ug/m3 LC),Avg 1h SO2 (ppb),"PRCP (inches, weekly sum)","SNOW (inches, weekly sum)","TAVG (°F, weekly mean)","TMAX (°F, weekly mean)","TMIN (°F, weekly mean)","Avg_WND (mph, weekly mean)","Max Wind Speed (mph, weekly mean)",Asthma_weekly_ER_Admissions,# COPD cases (weekly total),# Heart disease ER visits (weekly total),ILI_Weekly_ER_Admissions,Respiratory_Weekly_ER_Admissions,# stroke hospital discharges (weekly total)
457,0.381428571,24.071,0.039,20.2,9.627,0.903,1.015,0,63.54761905,75.38095238,52.83333333,3.536666667,11.06904762,3768,1772.219825,573.8873655,3552,8265,670.0467189
458,0.34,20.316,0.028,7.124,4.343,0.682,1.903333333,0,57.38095238,64.38095238,50.45238095,7.297619048,18.0452381,3075,1749.384532,567.3780106,3897,8103,674.0285254
459,0.328571429,17.689,0.025,3.833,3.921,0.794,0.25,0,51.35714286,58.73809524,44.07142857,4.666666667,13.12190476,3375,1779.404244,578.74694,4119,8583,677.9172212
460,0.349857143,25.802,0.032,13.9,6.408,0.856,1.036666667,0,52.67857143,60.21428571,45.14285714,6.849761905,16.37619048,3705,1769.402812,593.5110516,4095,8953,681.65641
461,0.267285714,19.188,0.028,13.329,4.442,2.196,0.751666667,0.066666667,49.78571429,56.26190476,42.92857143,6.28452381,15.59047619,4488,1667.11309,591.4477227,5505,8799,685.1918642
462,0.403428571,27.746,0.031,6.629,7.699,1.852,0.165,0,44.26190476,52.33333333,36.14285714,7.786428571,19.41190476,4215,1635.450097,579.0274958,5385,9111,688.4723107
463,0.409571429,29.006,0.029,7.714,7.086,0.967,0.223333333,0,38.96428571,46.23809524,31.64285714,5.81,14.97142857,4338,1652.13269,585.3319238,6114,7733,691.4501745
464,0.274571429,20.995,0.03,7.186,4.179,1.65,1.44,0.283333333,39.89285714,48.71428571,30.5,6.727142857,16.52857143,4422,1703.041166,600.4605233,6045,8981,694.082269
465,0.339571429,23.415,0.03,13.425,7.164,1.713,0.336666667,0.333333333,33.72619048,41.21428571,25.80952381,8.601428571,19.5,4377,1856.188525,591.0422382,6019,8617,696.3304221
466,0.423142857,24.67,0.022,18.3,7.797,4.25,1.013333333,0.483333333,37.4047619,41.83333333,32.80952381,7.137380952,15.59285714,4080,1819.635129,576.5644708,6313,9179,698.1620299
467,0.353428571,24.473,0.031,13.705,7.429,2.068,1.011666667,0.633333333,36.78571429,43.4047619,30.28571429,7.584047619,17.53809524,4305,1813.697433,575.5644455,6650,8942,699.5505294
468,0.353571429,23.18,0.031,10.61,6.726,2.906,1.758333333,0.316666667,38.28571429,45.78571429,30.5,8.31952381,18.83571429,4440,1861.175024,589.4859792,7691,10299,700.4757838
469,0.461428571,24.78,0.021,16.657,10.415,4.231,0.456666667,0,34.96428571,40.9047619,29.23809524,4.271904762,10.70238095,4347,2038.403598,607.7477914,8431,10644,700.9243745
470,0.256428571,18.699,0.028,9.11,6.86,1.003,0.626666667,0.466666667,35.28571429,38.85714286,31.5952381,6.726666667,14.85238095,3996,2049.235085,599.3847638,7994,10214,702.9118711
471,0.324285714,24.645,0.029,5.123,7.173,4.837,1.275,1.666666667,30.42857143,37.61904762,23.4047619,8.308571429,20.53333333,4281,2021.934092,591.7128928,7464,10079,702.3931323
472,0.275714286,24.959,0.032,9.1,7.486,2.919,0.902,5.433333333,26.32142857,32.19047619,20.07142857,9.512619048,22.44285714,4191,2051.911224,602.6253266,5364,10482,701.3978561
473,0.367142857,25.855,0.026,12.214,8.568,4.652,0.552333333,2.466666667,20.53571429,27.9047619,13.28571429,7.369095238,16.79285714,3828,2025.848753,610.7524685,6236,9542,699.9404766
474,0.318571429,21.949,0.024,12.9,6.54,2.5,0.991666667,0.716666667,33.88095238,37.5047619,31.66666667,6.095095238,14.40904762,3708,1897.620778,598.9594452,7028,9735,698.0421295
475,0.402857143,28.418,0.034,18.057,6.764,3.34,0.098333333,0,31.08333333,38.16666667,24.45238095,5.693571429,13.55,3819,1858.960207,586.6272444,8331,10384,695.7303457
476,0.324285714,21.664,0.032,10.824,6.931,2.909,0.173333333,0.566666667,37.45238095,44.83333333,29.95238095,7.568333333,16.93809524,552,1883.266123,595.2570197,2524,4854,693.038652
477,0.302857143,26.196,0.037,9.348,6.177,2.076,0.176666667,1.4,24.58333333,34.16666667,15.02380952,8.436666667,20.55238095,3216,1886.77752,607.6513416,6749,7731,690.0060848
478,0.308714286,24.882,0.037,8.724,7.068,1.16,0.433333333,0.083333333,36.61904762,47.85714286,24.71428571,9.139285714,19.88333333,3576,1793.283898,598.3852364,6273,8162,686.676624
479,0.257285714,20.394,0.033,6.414,3.867,3.632,1.183333333,0,44.04166667,53.13888889,35.44444444,6.394444444,15.63611111,3525,1756.329836,585.3340658,8565,7760,683.0985554
480,0.292,27.556,0.043,14.943,6.688,2.344,0.918333333,0.383333333,41.02380952,50.5952381,31.54761905,10.18309524,21.16428571,3414,1766.497044,588.8220631,6862,7847,679.3237701
481,0.227,18.785,0.038,7.5,3.576,1.696,0.515,0.566666667,41.10714286,48.80952381,33.0952381,8.734047619,20.03809524,3546,1803.901098,602.3740434,7778,7565,675.4070122
482,0.280857143,21.069,0.04,7.307,5.286,3.055,1.666166667,2.016666667,32.1547619,41.9047619,22.54761905,8.164761905,18.16428571,3840,1775.317856,589.2707741,6711,7978,671.4050845
483,0.261714286,20.772,0.04,4.25,3.687,3.277,1.24,0,42.5,50.02380952,34.80952381,9.112380952,20.3,3426,1732.362269,574.5745911,8225,8426,667.3760254
484,0.300142857,24.4,0.044,5.75,5.699,4.844,0.378333333,0.516666667,45.80952381,55.92857143,36.19047619,7.488571429,17.43333333,3453,1722.79715,570.7880791,8519,8131,663.3782665
485,0.251142857,24.683,0.042,5.132,4.831,3.128,1.591666667,0,51.08333333,60.47619048,41.83333333,9.037857143,20.74761905,3555,1756.540613,583.9736585,7473,8480,659.4697854
486,0.251285714,23.752,0.043,9.707,4.183,1.813,0.391666667,0,47.53571429,56.07142857,38.54761905,9.310238095,21.48809524,3366,1740.207902,593.7923567,7009,7414,655.7072651
487,0.284142857,20.009,0.04,14.886,6.995,4.195,0.396666667,0,52.5952381,64.19047619,41.76190476,6.704761905,16.25238095,3444,1694.609989,584.2304465,6776,8608,652.1452719
488,0.242714286,20.652,0.037,10.957,4.165,2.062,0.8,0,59.52380952,69.80952381,49.5952381,6.71047619,16.84047619,3807,1670.679174,574.5351499,7674,8417,648.8354636
489,0.231,17.708,0.039,7.125,4.779,2.163,0.513333333,0,57.5,66.04761905,49.26190476,5.922857143,15.86428571,3711,1696.031244,583.0082716,6871,8526,645.8258411
490,0.315857143,24.863,0.049,16.042,6.487,2.168,0.368333333,0,67.83333333,79.11904762,57.16666667,5.170714286,15.31666667,3519,1708.212365,591.7733781,7407,7542,643.1600514
491,0.246,17.902,0.045,12.59,5.053,2.178,1.105,0,65.95238095,75.26190476,56.0952381,6.93452381,17.44285714,3663,1584.927769,571.890758,6837,8306,640.8767553
492,0.284285714,21.411,0.049,12.829,7.203,1.308,0.093333333,0,66.28571429,79.02380952,53.28571429,4.649761905,13.63333333,3690,1554.849853,558.6312626,6570,8268,639.0090666
493,0.236285714,16.462,0.04,11.61,5.505,1.705,1.585,0,63.78571429,70.83333333,56.73809524,6.305238095,17.99285714,4134,1563.103193,561.970865,5793,8893,637.5840714
494,0.27,16.672,0.053,17.962,8.612,1.423,0.578333333,0,71.14285714,82.57142857,59.66666667,6.428809524,16.9047619,4047,1592.149447,575.0716127,5049,8584,636.6224358
495,0.207142857,13.125,0.044,15.5,6.181,0.996,1.556666667,0,75.07142857,83.64285714,66.16666667,7.44047619,18.87857143,4224,1397.550602,561.5332415,4830,8704,636.138106
496,0.258571429,17.989,0.042,22.181,8.618,1.166,0.861666667,0,68.63095238,78.83333333,58.11904762,7.254047619,16.86666667,4440,1346.199206,548.6188072,5442,8235,636.138106
497,0.271428571,19.495,0.046,15.276,6.703,1.752,1.036666667,0,76.94047619,85.80952381,68.33333333,5.246428571,14.75952381,4527,1340.184845,544.8657115,5643,9220,636.6224358
498,0.282714286,17.875,0.049,15.086,7.797,0.771,2.221666667,0,76.30952381,84.64285714,68.33333333,5.512380952,15.83095238,4173,1367.092014,557.2050719,5412,9562,637.5840714
499,0.282571429,16.91,0.043,14.49,7.656,1.711,0.73,0,71.73809524,81.0952381,62.35714286,5.176666667,14.32857143,3705,1359.844208,563.0171964,5250,9138,639.0090666
500,0.334857143,19.551,0.047,20.543,11.796,0.61,0.691666667,0,74.11904762,84.04761905,64.47619048,5.257142857,14.67857143,3339,1306.646489,550.7647123,4653,8762,640.8767553
501,0.254285714,13.171,0.036,12.567,6.735,1.707,1.476666667,0,74.57142857,82.80952381,66.38095238,4.681666667,14.25,3138,1285.442098,540.3662756,4677,8977,643.1600514
502,0.292857143,16.606,0.036,18.314,10.7,0.838,2.38,0,69.85714286,78.69047619,60.88095238,6.033571429,17.04285714,3144,1301.196295,547.1783465,4467,8885,645.8258411
503,0.275714286,15.416,0.038,13.025,6.057,0.562,1.776666667,0,69.13095238,77.38095238,61.21428571,6.26952381,15.90714286,3096,1340.706601,562.2349915,4080,8512,648.8354636
504,0.294285714,16.1,0.044,14.279,8.347,2.166,0.026666667,0,70.07142857,80.92857143,59.42857143,4.851904762,13.74761905,3159,1530.515372,569.353197,4017,8343,652.1452719
505,0.291428571,16.972,0.036,8.47,4.592,0.543,0.438333333,0,66.17857143,76.0952381,56.23809524,6.204285714,15.48333333,3048,1500.17227,555.541731,3975,8304,655.7072651
506,0.317142857,21.265,0.043,12.155,5.713,1.333,0.871666667,0,62.45238095,73.14285714,51.54761905,6.002142857,15.98333333,3009,1497.448057,555.9253881,4299,8381,659.4697854
507,0.29,14.996,0.041,13.025,7.393,2.51,0,0,68.9047619,81.33333333,56.78571429,2.865,9.611904762,3030,1540.386115,569.9762448,3843,8442,663.3782665
508,0.264285714,13.408,0.03,9.737,4.042,2.967,0.315,0,66.25,75,57.61904762,5.687380952,13.64761905,3138,1760.430932,583.4033376,3702,8381,667.3760254
509,0.268571429,16.704,0.033,13.767,4.53,1.886,0.571666667,0,63.33333333,72.57142857,54.30952381,5.225,13.44285714,3135,1772.219825,573.8873655,3834,8727,671.4050845
510,0.251142857,17.082,0.033,8.036,3.733,1.361,0.26,0,56.67857143,67.92857143,45.19047619,5.129761905,15.60952381,3102,1749.384532,567.3780106,3963,8488,675.4070122
511,0.328,20.255,0.03,9.201,4.049,2.125,0.733333333,0,48.55952381,56.9047619,39.73809524,7.604761905,18.23333333,3192,1779.404244,578.74694,3894,8710,679.3237701
512,0.41,32.641,0.043,18.649,7.843,0.977,0.013333333,0,55.22619048,69.21428571,42.0952381,5.203571429,14.39761905,3372,1769.402812,593.5110516,3765,9038,683.0985554
513,0.320285714,25.484,0.035,4.5,6.362,1.868,0.278333333,0,49.01190476,58.88095238,38.5952381,6.678809524,16.48333333,3912,1667.11309,591.4477227,4584,9284,686.676624
514,0.328571429,23.047,0.034,10.881,6.243,1.527,0.223333333,0,54.66666667,64.35714286,44.57142857,8.212380952,18.65238095,4878,1635.450097,579.0274958,6093,7623,690.0060848
515,0.276142857,19.229,0.032,11.576,4.723,3.369,0.228333333,0,45.54761905,54.11904762,36.07142857,8.836428571,19.80238095,4416,1652.13269,585.3319238,6099,7641,693.038652
516,0.384285714,22.023,0.026,13.714,5.621,3.154,0.09,0,43.10714286,52.9047619,33.33333333,5.336666667,14.5547619,4338,1703.041166,600.4605233,5796,7585,695.7303457
517,0.304285714,20.553,0.026,8.683,4.874,1.826,1.641666667,0,40.61904762,46.73809524,34.38095238,8.387857143,19.41904762,4452,1856.188525,591.0422382,6063,7937,698.0421295
518,0.238571429,17.856,0.029,7.631,5.538,1.208,0.751666667,1.633333333,30.5952381,36.19047619,24.54761905,7.259047619,16.35238095,4200,1819.635129,576.5644708,6339,8010,699.9404766
519,0.327142857,23.448,0.027,9.8,6.933,2.979,1.376666667,1.7,34.5,39.80952381,29.07142857,8.708571429,19.89047619,4476,1813.697433,575.5644455,7053,8727,701.3978561
520,0.282428571,22.445,0.027,6.09,5.503,2.286,0.648333333,0.833333333,31.46428571,38.85714286,24.45238095,7.502952381,17.42142857,4239,1861.175024,589.4859792,6441,8141,702.3931323
521,0.381,28.321,0.028,12.124,9.9,2.096,0.265,2.65,19.73809524,26.16666667,12.14285714,6.604952381,15.30238095,4296,2038.403598,607.7477914,7113,8551,702.9118711
